admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName_en,admin3RefName_ar,admin3AltName1_en,admin3AltName1_ar,admin3AltName2_en,admin3AltName2_ar,date_,validOn,validTo
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Wadi Al Ayn,وادي العين,YE1919,Wadi Al Ayn,وادي العين,YE191922,Wadi Al Ayn,وادي العين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Kalabat Mahdharah,كلبة محذره,YE200135,Kalabat Mahdharah,كلبة محذره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Sharqi Jabal Ash Sharq,شرقي جبل الشرق,YE200322,Sharqi Jabal Ash Sharq,شرقي جبل الشرق,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Rakhyah,رخيه,YE1920,Rakhyah,رخيه,YE192021,Rakhyah,رخيه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Obaydah As sufla,عبيدة السفلى,YE200136,Obaydah As sufla,عبيدة السفلى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Amd,عمد,YE1921,Amd,عمد,YE192121,Amd,عمد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Bani Jamil,بني جميل,YE200137,Bani Jamil,بني جميل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,A'mas Ad Dila',اعماس الضلاع,YE200138,Amas Ad Dila,اعماس الضلاع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Ad Dulay'ah,الضليعه,YE1922,Ad Dulay'ah,الضليعه,YE192221,Ad Dulayah,الضليعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Yab'uth,يبعث,YE1923,Yab'uth,يبعث,YE192321,Yabuth,يبعث,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Bani Zaydan,بني زيدان,YE200139,Bani Zaydan,بني زيدان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Bani Isa As Suhayd,بني عيسى الصهيد,YE200140,Bani Isa As Suhayd,بني عيسى الصهيد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Thuban,ثوبان,YE200141,Thuban,ثوبان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Bayt Abu Atif,بيت ابو عاطف,YE200142,Bayt Abu Atif,بيت ابو عاطف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Hajar,حجر,YE1924,Al Jul,الجول,YE192421,Al Jul,الجول,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Bani Falah,بني فلاح,YE200143,Bani Falah - Al Hada,بني فلاح - الحداء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Kuman Sinamah,كومان سنامه,YE200144,Kuman Sinamah,كومان سنامه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Sublat Bani Bukhayt,سبلة بني بخيت,YE200145,Sublat Bani Bukhayt,سبلة بني بخيت,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Bani Hudayjah,بني حديجه,YE200146,Bani Hudayjah,بني حديجه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Brum Mayf'ah,بروم ميفع,YE1925,Mayfa',ميفع,YE192522,Mayfa,ميفع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Haridah,حريضه,YE1928,Haridah,حريضه,YE192821,Haridah,حريضه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Al Mukalla,المكلا,YE1926,Al Mukalla,المكلا,YE192621,Al Mukalla,المكلا,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Al Mukalla City,مدينة المكلا,YE1927,Al Mukalla City,مدينة المكلا,YE192721,Al Mukalla City,مدينة المكلا,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Al Kumaym,الكميم,YE200121,Al Kumaym,الكميم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Sanhan wa Bani Bahlul,سنحان وبني بهلول,YE2305,Sarfat Wadjah,صرفةودجه,YE230526,Sarfat Wadjah,صرفةودجه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jahran,جهران,YE2002,Al Mawsatah,الموسطه,YE200221,Al Mawsatah - Jahran,الموسطه - جهران,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jahran,جهران,YE2002,Safl Jahran,سفل جهران,YE200222,Safl Jahran,سفل جهران,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jahran,جهران,YE2002,Al Midraj,المدراج,YE200223,Al Midraj,المدراج,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jahran,جهران,YE2002,Elu Jahran,علو جهران,YE200224,Elu Jahran,علو جهران,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Mikhlaf Al Hada,مخلاف الحداء,YE200324,Mikhlaf Al Hada,مخلاف الحداء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Mikhlaf Qaran,مخلاف قران,YE200325,Mikhlaf Qaran,مخلاف قران,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Mawsatat Jabal Ash Sharq,موسطة جبل الشرق,YE200326,Mawsatat Jabal Ash Sharq,موسطة جبل الشرق,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Qibli Bani Qushayb,قبلي بني قشيب,YE200327,Qibli Bani Qushayb,قبلي بني قشيب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Bani Rawyah,بني رويه,YE200328,Bani Rawyah,بني رويه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Qarf,قرف,YE200329,Qarf,قرف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Maghrabat Bani Al Yamani,مغربة بني اليمني,YE200330,Maghrabat Bani Al Yamani,مغربة بني اليمني,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Al Ma'zabah,المعزبه,YE200331,Al Mazabah,المعزبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Dimam,دمام,YE200332,Dimam,دمام,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Al Humaytah,الحميطه,YE200333,Al Humaytah,الحميطه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Al Jumayhah,الجميحه,YE200334,Al Jumayhah,الجميحه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Bani Huraysh,بني حريش,YE200335,Bani Huraysh,بني حريش,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Al Qarrah,القاره,YE200336,Al Qarrah - Jabal Ash sharq,القاره - جبل الشرق,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,Bani As'ad,بني اسعد,YE200337,Bani Asad - Jabal Ash sharq,بني اسعد - جبل الشرق,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Mushik,موشك,YE200421,Mushik,موشك,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Al Janin Al Aali,الجنين العالي,YE200422,Al Janin Al Aali,الجنين العالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Al Janin As Safil,الجنين السافل,YE200423,Al Janin As Safil,الجنين السافل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Hasman,حصمان,YE200424,Hasman,حصمان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Akimat Al Fituh,اكمة الفتوح,YE200425,Akimat Al Fituh,اكمة الفتوح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Bayt Al Hajji,بيت الحجي,YE200426,Bayt Al Hajji,بيت الحجي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Bait Nassr,بيت نصر,YE200434,Bait Nassr,بيت نصر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Shajan,شجن,YE200427,Shajan,شجن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Bayt Al Jabri,بيت الجبري,YE200428,Bayt Al Jabri,بيت الجبري,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Ma'barah,معبره,YE200429,Mabarah,معبره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Bani Ofayr,بني عفير,YE200430,Bani Ofayr,بني عفير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Najah,نجاح,YE200431,Najah,نجاح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Bani Jabr,بني جبر,YE200432,Bani Jabr - Maghrib Ans,بني جبر - مغرب عنس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Bani Taybah,بني طيبه,YE200433,Bani Taybah,بني طيبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Al Karabah Al Olya,الكرابة العليا,YE200438,Al Karabah Al Olya,الكرابة العليا,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Qardan,قرضان,YE200439,Qardan,قرضان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,Watih,وتيح,YE200440,Watih,وتيح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Suwayd,بني سويد,YE200521,Bani Suwayd - Otmah,بني سويد - عتمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Ala Ash Sharqi,على الشرقى,YE200522,Ala Ash Sharqi,على الشرقى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,As Safl,السفل,YE200523,As Safl,السفل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Hajarah,هجاره,YE200524,Hajarah,هجاره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Hawadith,الحوادث,YE200542,Al Hawadith,الحوادث,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Ghusayn,بني غصين,YE200525,Bani Ghusayn,بني غصين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Rassab,رصب,YE200526,Rassab,رصب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Mitbabah,المطبابه,YE200527,Al Mitbabah,المطبابه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Ar Rabi'ah,الربيعه,YE200528,Ar Rabiah,الربيعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Murtad,بني مرتد,YE200529,Bani Murtad,بني مرتد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,As Safa'a,الصفاء,YE200530,As Safaa,الصفاء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Ali Al Gharbi,على الغربى,YE200531,Ali Al Gharbi,على الغربى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,At Tam,التام,YE200540,At Tam,التام,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Ash Shu'ub,الشعوب,YE200532,Ash Shuub,الشعوب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Qu'd,القعد,YE200533,Al Qud,القعد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,An Nasifah,الناصفه,YE200534,An Nasifah - Otmah,الناصفه - عتمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Hadilah,الهادله,YE200535,Al Hadilah,الهادله,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Miqranah,المقرانه,YE200536,Al Miqranah,المقرانه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,An Nubatayn,النوبتين,YE200537,An Nubatayn,النوبتين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Qahsah,القحصه,YE200538,Al Qahsah,القحصه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Aqd Al Aali,العقدالعالى,YE200544,Al Aqd Al Aali,العقدالعالى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Aqd As Safil,العقدالسافل,YE200545,Al Aqd As Safil,العقدالسافل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Tahijir,تهيجر,YE200546,Tahijir,تهيجر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,As Salaf,السلف,YE200547,As Salaf - Otmah,السلف - عتمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Muqanza'ah,المقنزعه,YE200548,Al Muqanzaah,المقنزعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Al Arass,بني العراص,YE200557,Bani Al Arass,بني العراص,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Husayn,بني حسين,YE200558,Bani Husayn,بني حسين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Sanhan wa Bani Bahlul,سنحان وبني بهلول,YE2305,Anaqah,عناقه,YE230527,Anaqah,عناقه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Himyar Abzaz,حمير ابزار,YE200549,Himyar Abzaz,حمير ابزار,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Az Zikri,بني الزكرى,YE200550,Bani Az Zikri,بني الزكرى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Lakamat Bani Al Jayshi,لكمة بني الجيشي,YE200551,Lakamat Bani Al Jayshi,لكمة بني الجيشي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Yafa'ah,يفاعه,YE200552,Yafaah,يفاعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Ath Thulth,الثلث,YE200553,Ath Thulth - Otmah,الثلث - عتمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Al Bahri,بني البحري,YE200554,Bani Al Bahri,بني البحري,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Qushab,القشب,YE200572,Al Qushab,القشب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Ash Sharm As Safil,الشرم السافل,YE200559,Ash Sharm As Safil,الشرم السافل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Rafi',بني رفيع,YE200560,Bani Rafi,بني رفيع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Ash Sharm Al Aali,الشرم العالي,YE200561,Ash Sharm Al Aali,الشرم العالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Rabi'at Bani Bahr,ربيعة بني بحر,YE200562,Rabiat Bani Bahr,ربيعة بني بحر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Halmah wa Bani Ayub,حلمةوبني ايوب,YE200563,Halmah wa Bani Ayub,حلمةوبني ايوب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Qabl,القبل,YE200564,Al Qabl,القبل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Bu'ayth,بني بعيث,YE200565,Bani Buayth,بني بعيث,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Abdulsamad,بني عبدالصمد,YE200566,Bani Abdulsamad,بني عبدالصمد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Barwah,بروه,YE200567,Barwah,بروه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Asad,بني اسد,YE200568,Bani Asad,بني اسد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Aywah,بني عيوه,YE200569,Bani Aywah,بني عيوه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Gharbi wa At Tafn,الغربي والطفن,YE200570,Al Gharbi wa At Tafn,الغربي والطفن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Masani',المصانع,YE200571,Al Masani - Otmah,المصانع - عتمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Al Gharbi wa Al Fajrah,الغربى والفجره,YE200573,Al Gharbi wa Al Fajrah,الغربى والفجره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Ash sharafi,الشرفى,YE200574,Ash sharafi,الشرفى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Kabirah,كبيره,YE200575,Kabirah,كبيره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Dawrah,ضوره,YE200576,Dawrah,ضوره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,Bani Gharib,بني غريب,YE200577,Bani Gharib,بني غريب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Bani Al Haddad,بني الحداد,YE200621,Bani Al Haddad - Wusab Al Aali,بني الحداد - وصاب العالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Ar Rawdah,الروضه,YE200622,Ar Rawdah - Wusab Al Aali,الروضه - وصاب العالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Al Asluh,الاصلوح,YE200623,Al Asluh,الاصلوح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Al Atab,العتب,YE200624,Al Atab,العتب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Al Hijrah,الهجره,YE200625,Al Hijrah - Wusab Al Aali,الهجره - وصاب العالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Ash Sharaqi,الشراقي,YE200626,Ash Sharaqi,الشراقي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Nu'man,نعمان,YE200627,Numan - Wusab Al Aali,نعمان - وصاب العالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Al Jarani,الجراني,YE200628,Al Jarani,الجراني,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Dulaf,ضلاف,YE200629,Dulaf,ضلاف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Al Kalbin,الكلبيين,YE200630,Al Kalbin,الكلبيين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Al Qudmah,القدمه,YE200631,Al Qudmah,القدمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Bahwan,بهوان,YE200632,Bahwan,بهوان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Halabah wa Mi'shar,حلبة والمعشار,YE200633,Halabah wa Mishar,حلبة والمعشار,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Qa'idah,قاعده,YE200634,Qaidah,قاعده,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Kalah wa Al Ahyam,كالة والاحيام,YE200635,Kalah wa Al Ahyam,كالة والاحيام,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Ijbar Awali,اجبار عوالي,YE200636,Ijbar Awali,اجبار عوالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Ash Shuraka'a,الشركاء,YE200637,Ash Shurakaa,الشركاء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Al Murab'ah,المربعه,YE200638,Al Murabah,المربعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,As Salul,الصلول,YE200639,As Salul,الصلول,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Ad Dayadir,الديادير,YE200640,Ad Dayadir,الديادير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,Al Jadlah,الجدله,YE200647,Al Jadlah,الجدله,,,,,2019-02-01,2019-10-02,
