admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ar,admin3AltName2_ar,admin2Name_en,admin2Name_ar,admin2Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
Antelias,انطلياس,22311,Antelias,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Marjaba,مرجبا,22734,Marjaba,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qsarnaba,قصرنابا,53413,Qsarnaba,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khodr Baalbek,خضر ,53443,Khodr Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beirut Central District,وسط بيروت,10999,Beirut Central District,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mousrayeh,مطحنة مصراية,53421,Mousrayeh,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aatchaneh,عطشانة,22555,Aatchaneh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain es-Sofsaf El-Matn,عين الصفصاف المتن,22727,Aain es-Sofsaf El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nabi Chit,نبي شيت,53445,Nabi Chit,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mrouj,المروج,22733,Mrouj,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Menqlet Mezher,مزهر,22319,Menqlet Mezher,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nabay,نابيه,22443,Nabay,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jall Ed-Did,جل الديب,22327,Jall Ed-Did,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Niha Zahleh,نيحا زحلة,51177,Niha Zahleh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain El-Barnaya,عين البنية,53465,Aain El-Barnaya,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Majzoub,مجذوب,22435,Majzoub,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouata El-Mrouj,وطى المروج,22731,Ouata El-Mrouj,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Medawar,مدور,10610,Medawar,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Serraaine Et-Tahta,سرعين التحتا,53437,Serraaine Et-Tahta,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Douar El-Matn,دوار,22761,Douar El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aintoura El-Matn,عينطورة المتن,22751,Aintoura El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bsalim,بصاليم,22439,Bsalim,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mar Moussa Ed-Douar,مار موسى الدوار,22784,Mar Moussa Ed-Douar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aayroun,عيرون,22767,Aayroun,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aamaret Chalhoub,الوطى عمارة شلهوب,22343,Aamaret Chalhoub,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dahr Es-Souane El-Matn,ضهر الصوان المتن,22675,Dahr Es-Souane El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Minet el-Hosn,مينا الحصن,10250,Minet el-Hosn,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bqennaya,بقنايا,22431,Bqennaya,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Baabdat,بعبدات,22659,Baabdat,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Ez-Zeitouneh,عين الزيتونة,22714,Aain Ez-Zeitouneh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zalqa,الزلقا,22351,Zalqa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Marfaa,مرفأ,10450,Marfaa,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ain el-Mreisseh,عين المريسه,10110,Ain el-Mreisseh,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bourj Hammoud,برج حمّود,22111,Bourj Hammoud,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Es-Sindiane,عين السنديانة,22737,Aain Es-Sindiane,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bnabil,بنابيل,22724,Bnabil,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mzakkeh,مزكة,22651,Mzakkeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouret El-Ballout,جورة البلوط,22619,Jouret El-Ballout,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qaaqour,القعقور,22744,Qaaqour,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zaraaoun,زرعون,22741,Zaraaoun,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Baouchriyeh,بوشرية,22228,Baouchriyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ras Beyrouth,راس بيروت,10150,Ras Beyrouth,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khillet El-Mtain,خلة المتين,22722,Khillet El-Mtain,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zoukak el-Blatt,زقاق البلاط,10410,Zoukak el-Blatt,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Byaqout,بياقوت,22359,Byaqout,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Saifeh,صيفي,10510,Saifeh,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khreibet Baalbek,خريبة ,53455,Khreibet Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Remeil,رميل,10550,Remeil,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Majdel tarchich,مجدل ترشيش,22774,Majdel tarchich,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jdaidet El-Matn,جديدة المتن,22211,Jdaidet El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Moussaytbeh,مصيطبة,10210,Moussaytbeh,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qennabet Broummana,قنابة برمانا,22643,Qennabet Broummana,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Fourzol,فرزل ,51139,Fourzol,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bachoura,باشورة,10350,Bachoura,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Roumieh,روميه المتن,22427,Roumieh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Achrafieh,الاشرفية,10650,Achrafieh,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sinn El-Fil,سن الفيل,22155,Sinn El-Fil,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,22001,Litige,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Broummana El-Matn,برمانا المتن,22611,Broummana El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hazerta,حزرتا,51157,Hazerta,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qannebet Salima,قنابة صليما,22683,Qannebet Salima,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Temnine Et-Tahta,تمنين التحتا,53425,Temnine Et-Tahta,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bsifrine,بسفرين,22691,Bsifrine,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Touaite Zahleh,تويتي,51145,Touaite Zahleh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dekouaneh,دكوانة,22262,Dekouaneh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraa,المزرعة,10310,Mazraa,,,,,Beirut,بيروت,LB11,Beirut,بيروت,LB1,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aayoun El-Matn,عيون المتن,22635,Aayoun El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mchikha,مشيخا,22717,Mchikha,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Fanar,الفنار,22419,Fanar,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouadi El-Aarayech,وادي العرايش,51189,Ouadi El-Aarayech,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Masqa,المسقى,22627,Masqa,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tarchich,ترشيش,21481,Tarchich,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,22002,Litige,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Saadeh,عين سعادة,22423,Aain Saadeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bzebdine,بزبدين,21466,Bzebdine,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ham,حام,53463,Ham,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dlaybeh,دليبه,21391,Dlaybeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Salima Baabda,صليما بعبدا,21394,Salima Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hasbaiya El-Matn,حاصبيّا المتن,21397,Hasbaiya El-Matn,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tfail,طفيل,53475,Tfail,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aarbaniyeh,عربانية,21381,Aarbaniyeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir mar Roukoz, مار روكز,22245,Deir mar Roukoz,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Furn Ech-Chebbak,فرن الشباك,21133,Furn Ech-Chebbak,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouch El-Ghanam,حوش الغنم,51329,Haouch El-Ghanam,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Selouane,كفرسلوان,21476,Kfar Selouane,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nabi Ayla,نبي ايلا,51151,Nabi Ayla,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chiyah,شياح,21111,Chiyah,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ablah,ابلح,51163,Ablah,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Beit Meri,بيت مري,22667,Beit Meri,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kneisset Baabda,كنيسة بعبدا,21377,Kneisset Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouar El-Haouz,جوار الحوز,21461,Jouar El-Haouz,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qsaibeh Baabda,قصيبة,21364,Qsaibeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zandouqa,زندوقة,21374,Zandouqa,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Maallaqa Aradi,مدينة الصناعية,51125,Zahleh Maallaqa Aradi,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qornayel,قرنايل,21456,Qornayel,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mkalles,مكلس,22279,Mkalles,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Ej-Jaouz Baalbek,عين الجوزة,53473,Aain Ej-Jaouz Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Yahfoufa,يحفوفا,53449,Yahfoufa,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qordata,قرطادة,21361,Qordata,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nasriyet Rizk,ناصرية رزق,51354,Nasriyet Rizk,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Baabda,بعبدا,21211,Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aali En-Nahri,علي النهري,51323,Aali En-Nahri,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Arsoun,ارصون,21471,Arsoun,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Aradi,زحلة أراضي,51133,Zahleh Aradi,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ras El Matn,راس المتن,21351,Ras El Matn,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mansouriyet El-Matn,منصورية,22411,Mansouriyet El-Matn,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haret Hreik,حارة حريك,21144,Haret Hreik,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Riyaq,رياق,51311,Riyaq,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Maaraboun,معربون,53461,Maaraboun,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hadath Beyrouth,حدث,21219,Hadath Beyrouth,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouch El-Aamara,تل العمارة,51335,Haouch El-Aamara,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir El-harf,دير الحرف,21367,Deir El-harf,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouret Arsoun,جورة ارصون,21487,Jouret Arsoun,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouch Hala,حوش حالا,51317,Haouch Hala,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jenta,جنتا,53447,Jenta,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Daychouniyeh,ديشونية,22415,Daychouniyeh,,,,,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Massa,مسا,51371,Massa,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh El-Berbara,بربارة زحلة,51119,Zahleh El-Berbara,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bourj El-Brajneh,برج البراجنة,21177,Bourj El-Brajneh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Er-Remtaniyeh,الرمطانية,51185,Mazraat Er-Remtaniyeh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Er-Rassiyeh,الراسية,51117,Zahleh Er-Rassiyeh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aabadiyeh,عبادية,21341,Aabadiyeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,53003,Litige,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Btekhnay,بتخناي,21441,Btekhnay,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Falougha,فالوغا,21446,Falougha,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Louayzeh Baabda,لويزة,21243,Louayzeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh El-Midane,زحلة,51111,Zahleh El-Midane,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh El-Maallaqa,زحلة معلقة أراضي,51121,Zahleh El-Maallaqa,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Raait,رعيت,51359,Raait,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Haouch Ez-Zaraane,حوش الزراعنة,51113,Zahleh Haouch Ez-Zaraane,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Mar Antonios,زحلة مار أنطونيوس,51123,Zahle Mar Antonios,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qalaat Baabda,القلعة,21416,Qalaat Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Saydet En-Najat,زحلة  سيدة النجاة,51129,Zahle Saydet En-Najat,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Mar Gerges,زحلة مار جرجس,51115,Zahle Mar Gerges,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahlé Mar Elias,مار الياس زحلة,51135,Zahle Mar Elias,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Btibyat,بتبيات,21451,Btibyat,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chouit,شويت,21354,Chouit,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaraiya,عاريا,21371,Aaraiya,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hoshmosh,حشمش,51341,Hoshmosh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Khalouat Baabda,خلوات,21421,Khalouat Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zahleh Haouch El-Oumara,تل شيحا,51131,Zahleh Haouch El-Oumara,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tahouitat El Ghadir,تحويطة الغدير,21188,Tahouitat El Ghadir,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Laylakeh,ليلكي,21166,Laylakeh,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hlaliyeh Baabda,هلالية,21324,Hlaliyeh Baabda,,,,,Baabda,بعبدا,LB32,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Terbol Zahleh,تربل,51365,Terbol Zahleh,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir El-Ghazal,دير الغزال,51347,Deir El-Ghazal,,,,,Zahle,زحلة,LB25,Bekaa,البقاع,LB2,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
