admin2Name_en,admin2Name_da,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_da,admin2AltName2_da,admin1Name_en,admin1Name_da,admin1Pcode,admin0Name_en,admin0Name_da,admin0Pcode,date,validOn,ValidTo,regionName_en,regionName_da,regionCode
Saghar,ساغر,AF2310,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Salang,سالنگ,AF0306,,,,,,Parwan,پروان,AF03,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Sancharak,سانچارك,AF2205,,Sangchark,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sang-e-Takht,سنگ تخت,AF2407,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Sangin,سنگین,AF3008,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Sar-e-Pul,سرپل,AF2201,,Centre,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sar Kani,سرکانی,AF1505,,,,,,Kunar,کنر ها,AF15,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Eastern,ختیځه حوزه,ER
Sar Rawzah,سرروضه (سرحوضه),AF1205,,Sar Hawzah,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Sayad,صیاد,AF2202,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Saydabad,سید آباد,AF0405,,,,,,Maidan Wardak,میدان وردک,AF04,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Sayed Karam,سیدکرم,AF1306,,,,,,Paktya,پکتیا,AF13,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Sayed Khel,سیدخیل,AF0304,,,,,,Parwan,پروان,AF03,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Sayghan,سیغان,AF1003,,,,,,Bamyan,بامیان,AF10,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Shah Joi,شاه جوی,AF2606,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shah Wali Kot,شاه ولی کوت,AF2706,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shahid-e-Hassas,شهید حساس,AF2504,,Charchino,,,,Uruzgan,ارزگان,AF25,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shahr-e-Buzorg,شهر بزرگ,AF1713,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Shahrak,شهرک,AF2306,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Shahrestan,شهرستان,AF2402,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Shakar Dara,شکردره,AF0106,,,,,,Kabul,کابل,AF01,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Shaki,شکی,AF1724,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Shamal,شمل,AF1412,,Dowa Mandi,,,,Khost,خوست,AF14,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Shamul Zayi,شملزائی,AF2610,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Sharak-e-Hayratan,شهرک حیرتان,AF2116,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sharan,شرن,AF1201,,Centre,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Shawak,شواک,AF1304,,,,,,Paktya,پکتیا,AF13,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Shekh Ali,شیخ علی,AF0310,,,,,,Parwan,پروان,AF03,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Sherzad,شیرزاد,AF0619,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Eastern,ختیځه حوزه,ER
Shibar,شیبر,AF1002,,,,,,Bamyan,بامیان,AF10,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Shiberghan,شبرغان,AF2801,,Centre,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Shibkoh,شیب کوه,AF3305,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Shigal,شیگل وشلتن,AF1506,,,,,,Kunar,کنر ها,AF15,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Eastern,ختیځه حوزه,ER
Shighnan,شغنان,AF1719,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Shindand,شیندند,AF3214,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Shinkay,شینکی,AF2603,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shinwar,شینوار,AF0616,,Ghani Khail,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Eastern,ختیځه حوزه,ER
Shinwari,شینواری,AF0303,,,,,,Parwan,پروان,AF03,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Shirin Tagab,شیرین تگاب,AF2906,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sholgareh,شولگره,AF2107,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Shorabak,شور آبک,AF2714,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shortepa,شور تیپه,AF2112,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Shuhada,شهدا,AF1712,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Shutul,شُتل,AF0806,,,,,,Panjsher,پنجشیر,AF08,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Sozmaqala,سوزمه قلعه,AF2204,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Spera,سپیره,AF1411,,,,,,Khost,خوست,AF14,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Spin Boldak,سپین بولدک,AF2711,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Surkh-e-Parsa,سرخ پارسا,AF0309,,,,,,Parwan,پروان,AF03,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Surkh Rod,سرخ رود,AF0603,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Eastern,ختیځه حوزه,ER
Surobi,سروبی,AF0115,,,,,,Kabul,کابل,AF01,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Surobi,سروبی,AF1210,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Tagab,تگاب,AF0206,,,,,,Kapisa,کاپیسا,AF02,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Capital,مرکزی حوزه,CR
Tagab,تگاب,AF1717,,Kishmi Bala,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Tala Wa Barfak,تاله وبرفک,AF0911,,,,,,Baghlan,بغلان,AF09,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Taloqan,تالقان,AF1801,,Centre,,,,Takhar,تخار,AF18,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Tani,تنی,AF1404,,Dargai,,,,Khost,خوست,AF14,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Tarnak Wa Jaldak,ترنک و جلدک,AF2602,,Shahr-e-Safa,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Taywarah,تیوره,AF2308,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Terezayi,تری زائی,AF1408,,Ali Sher,,,,Khost,خوست,AF14,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Teshkan,تشکان,AF1711,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Tirinkot,تیرینکوت,AF2501,,Centre,,,,Uruzgan,ارزگان,AF25,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Tolak,تولک,AF2309,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Turwo,تروو,AF1219,,Tarwe,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Urgun,ارگون,AF1211,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Waghaz,واغظ,AF1104,,,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Wakhan,واخان,AF1728,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Wal-e-Muhammad-e-Shahid,ولی محمد شهید,AF1102,,Khugyani,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Wama,واما,AF1603,,,,,,Nuristan,نورستان,AF16,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Eastern,ختیځه حوزه,ER
Waras,ورث,AF1007,,,,,,Bamyan,بامیان,AF10,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Warduj,وردوج,AF1716,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Warsaj,ورسج,AF1813,,,,,,Takhar,تخار,AF18,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Washer,واشیر,AF3005,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Watapur,وته پور,AF1503,,,,,,Kunar,کنر ها,AF15,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Eastern,ختیځه حوزه,ER
Waygal,وایگل,AF1602,,,,,,Nuristan,نورستان,AF16,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Eastern,ختیځه حوزه,ER
Wazakhah,وازه خواه,AF1217,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Wormamay,وړ ممی,AF1218,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Yaftal-e-Sufla,یفتل سفلی,AF1704,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Yahya Khel,یحی خیل,AF1204,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Yakawlang,یکاولنگ,AF1005,,,,,,Bamyan,بامیان,AF10,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Yamgan,یمگان,AF1718,,Girwan,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Yangi Qala,ینگی قلعه,AF1817,,,,,,Takhar,تخار,AF18,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Yawan,یاوان,AF1709,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Yosuf Khel,یوسف خیل,AF1203,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Zadran,حّدران,AF1305,,Wuza Zadran,,,,Paktya,پکتیا,AF13,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Zanakhan,زنه خان,AF1108,,,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Zaranj,زرنج,AF3401,,Centre,,,,Nimroz,نیمروز,AF34,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Zarghun Shahr,زرغون شهر,AF1207,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Zari,زاری,AF2115,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Zebak,زیباک,AF1725,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,North Eastern,سهیل ختیځه حوزه,NE
Zheray,ژړۍ,AF2705,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Zindajan,زنده جان,AF3205,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Ziruk,زیړوک,AF1212,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
Zurmat,زُرمت,AF1303,,,,,,Paktya,پکتیا,AF13,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,South Eastern,جنوب ختیځه حوزه,SE
